forecast_id,sku_id,region,period,forecasted_demand_units,confidence_interval_pct
FCT_000036,SKU_0007,Latin_America,2026-M01,5949,0.86
FCT_000037,SKU_0048,Europe,2027-M08,4431,0.92
FCT_000038,SKU_0018,North_America,2026-M03,6169,0.81
FCT_000039,SKU_0035,North_America,2026-M06,12511,0.89
FCT_000040,SKU_0016,Europe,2026-M10,2823,0.82
FCT_000041,SKU_0034,Asia_Pacific,2027-M08,9685,0.89
FCT_000042,SKU_0008,Europe,2027-M07,5320,0.82
FCT_000043,SKU_0004,North_America,2027-M11,4437,0.81
FCT_000044,SKU_0001,Europe,2026-M02,13883,0.84
FCT_000045,SKU_0050,Latin_America,2026-M03,8647,0.85
FCT_000046,SKU_0038,North_America,2026-M07,9409,0.88
FCT_000047,SKU_0008,Latin_America,2026-M10,8525,0.86
FCT_000048,SKU_0036,Latin_America,2026-M10,13302,0.88
FCT_000049,SKU_0039,Latin_America,2027-M06,5329,0.9
FCT_000050,SKU_0020,Europe,2027-M05,12385,0.85
FCT_000051,SKU_0040,Latin_America,2026-M06,12253,0.89
FCT_000052,SKU_0040,Asia_Pacific,2026-M08,9727,0.82
FCT_000053,SKU_0009,North_America,2026-M03,12138,0.93
FCT_000054,SKU_0028,Europe,2026-M04,7439,0.95
FCT_000055,SKU_0025,Europe,2027-M12,2730,0.85
FCT_000056,SKU_0005,Europe,2027-M11,9908,0.84
FCT_000057,SKU_0029,Asia_Pacific,2026-M12,6114,0.8
FCT_000058,SKU_0005,North_America,2027-M05,5262,0.95
FCT_000059,SKU_0002,Latin_America,2026-M04,5322,0.88
FCT_000060,SKU_0019,Europe,2027-M06,4599,0.94
FCT_000061,SKU_0044,Europe,2027-M11,2546,0.9
FCT_000062,SKU_0033,Asia_Pacific,2027-M12,6730,0.86
FCT_000063,SKU_0029,Latin_America,2026-M01,2343,0.81
FCT_000064,SKU_0039,Latin_America,2027-M09,11091,0.91
FCT_000065,SKU_0036,Europe,2026-M01,5296,0.84
FCT_000066,SKU_0011,Europe,2027-M06,3028,0.86
FCT_000067,SKU_0047,Asia_Pacific,2026-M08,11902,0.91
FCT_000068,SKU_0008,Asia_Pacific,2026-M08,4843,0.9
FCT_000069,SKU_0011,Asia_Pacific,2026-M04,6427,0.86
FCT_000070,SKU_0047,Latin_America,2026-M06,11259,0.95
FCT_000071,SKU_0020,Latin_America,2026-M12,1914,0.92
FCT_000072,SKU_0028,Asia_Pacific,2027-M11,1548,0.87
FCT_000073,SKU_0019,Asia_Pacific,2027-M05,5147,0.88
FCT_000074,SKU_0027,Latin_America,2027-M02,7839,0.83
FCT_000075,SKU_0010,North_America,2027-M07,3111,0.85
FCT_000076,SKU_0018,Asia_Pacific,2027-M09,3593,0.82
FCT_000077,SKU_0004,Europe,2027-M07,16322,0.83
FCT_000078,SKU_0040,Asia_Pacific,2026-M07,13823,0.8
FCT_000079,SKU_0037,North_America,2027-M02,2468,0.83
FCT_000080,SKU_0022,North_America,2026-M11,4177,0.89
FCT_000081,SKU_0006,Europe,2027-M11,12201,0.9
FCT_000082,SKU_0004,North_America,2026-M08,14035,0.9
FCT_000083,SKU_0030,Europe,2027-M05,9289,0.93
FCT_000084,SKU_0006,Europe,2026-M03,3852,0.93
FCT_000085,SKU_0020,North_America,2027-M01,4851,0.84
FCT_000086,SKU_0043,Asia_Pacific,2027-M11,12764,0.82
FCT_000087,SKU_0023,North_America,2026-M04,13820,0.89
FCT_000088,SKU_0011,Europe,2027-M09,12972,0.9
FCT_000089,SKU_0014,North_America,2027-M01,4984,0.86
FCT_000090,SKU_0032,Europe,2026-M12,5787,0.91
FCT_000091,SKU_0035,Europe,2026-M09,3884,0.94
FCT_000092,SKU_0022,Latin_America,2026-M09,6649,0.85
FCT_000093,SKU_0012,Europe,2027-M08,2592,0.94
FCT_000094,SKU_0008,Asia_Pacific,2027-M04,5854,0.93
FCT_000095,SKU_0008,Asia_Pacific,2026-M07,5936,0.91
FCT_000096,SKU_0042,Europe,2027-M02,14397,0.92
FCT_000097,SKU_0027,North_America,2026-M06,5060,0.88
FCT_000098,SKU_0029,Europe,2026-M03,14891,0.86
FCT_000099,SKU_0047,Asia_Pacific,2026-M07,5223,0.85
FCT_000100,SKU_0032,Asia_Pacific,2027-M02,11894,0.92
FCT_000101,SKU_0005,Europe,2026-M08,3984,0.9
FCT_000102,SKU_0008,Asia_Pacific,2026-M05,5817,0.84
FCT_000103,SKU_0011,Latin_America,2026-M02,13350,0.88
FCT_000104,SKU_0014,Latin_America,2026-M06,3056,0.89
FCT_000105,SKU_0027,Europe,2027-M01,9600,0.94
FCT_000106,SKU_0029,North_America,2027-M06,13993,0.86
FCT_000107,SKU_0020,Asia_Pacific,2026-M06,8869,0.9
FCT_000108,SKU_0044,Europe,2026-M08,9477,0.85
FCT_000109,SKU_0017,North_America,2027-M01,12268,0.88
FCT_000110,SKU_0028,North_America,2027-M01,2614,0.86
FCT_000111,SKU_0031,Europe,2027-M03,7284,0.95
FCT_000112,SKU_0034,Europe,2027-M11,6119,0.81
FCT_000113,SKU_0022,North_America,2026-M10,2084,0.94
FCT_000114,SKU_0004,North_America,2027-M04,13630,0.92
FCT_000115,SKU_0004,North_America,2026-M07,6376,0.84
FCT_000116,SKU_0034,North_America,2027-M05,12927,0.88
FCT_000117,SKU_0025,Europe,2026-M02,5279,0.91
FCT_000118,SKU_0030,Latin_America,2026-M03,11128,0.82
FCT_000119,SKU_0007,Europe,2027-M05,7374,0.89
FCT_000120,SKU_0017,Latin_America,2026-M06,2576,0.83
FCT_000121,SKU_0006,North_America,2027-M11,15817,0.91
FCT_000122,SKU_0004,North_America,2026-M05,7519,0.9
FCT_000123,SKU_0028,Latin_America,2026-M06,15618,0.93
FCT_000124,SKU_0030,North_America,2026-M06,5795,0.82
FCT_000125,SKU_0029,North_America,2027-M09,3725,0.85
FCT_000126,SKU_0019,North_America,2026-M03,4931,0.82
FCT_000127,SKU_0033,Asia_Pacific,2026-M02,4338,0.84
FCT_000128,SKU_0036,Asia_Pacific,2026-M04,5364,0.89
FCT_000129,SKU_0043,North_America,2027-M01,12266,0.88
FCT_000130,SKU_0050,Europe,2027-M08,6362,0.82
FCT_000131,SKU_0005,Europe,2027-M04,2666,0.92
FCT_000132,SKU_0045,North_America,2026-M01,12240,0.84
FCT_000133,SKU_0005,Europe,2026-M05,5937,0.87
FCT_000134,SKU_0043,Latin_America,2026-M06,3092,0.83
FCT_000135,SKU_0044,Europe,2026-M07,8891,0.94
FCT_000136,SKU_0024,Asia_Pacific,2026-M03,4975,0.94
FCT_000137,SKU_0019,Latin_America,2027-M06,5516,0.92
FCT_000138,SKU_0048,Europe,2026-M12,5999,0.86
FCT_000139,SKU_0004,Asia_Pacific,2026-M07,9395,0.85
FCT_000140,SKU_0048,Latin_America,2027-M02,5774,0.85
FCT_000141,SKU_0027,Asia_Pacific,2027-M06,2869,0.93
FCT_000142,SKU_0037,Europe,2026-M04,9855,0.94
FCT_000143,SKU_0044,Europe,2026-M05,10471,0.88
FCT_000144,SKU_0032,North_America,2026-M04,5702,0.89
FCT_000145,SKU_0034,Asia_Pacific,2026-M12,4889,0.94
FCT_000146,SKU_0020,Europe,2026-M11,3356,0.85
FCT_000147,SKU_0048,Asia_Pacific,2027-M02,8905,0.91
FCT_000148,SKU_0029,Asia_Pacific,2026-M09,2035,0.8
FCT_000149,SKU_0017,Asia_Pacific,2026-M07,6222,0.82
FCT_000150,SKU_0033,Latin_America,2026-M06,13935,0.95
FCT_000151,SKU_0034,Latin_America,2026-M01,5115,0.94
FCT_000152,SKU_0015,Latin_America,2026-M05,5184,0.89
FCT_000153,SKU_0039,Europe,2027-M10,7398,0.85
FCT_000154,SKU_0015,Asia_Pacific,2027-M04,2806,0.89
FCT_000155,SKU_0028,Asia_Pacific,2026-M07,7527,0.84
FCT_000156,SKU_0018,Europe,2027-M10,4033,0.82
FCT_000157,SKU_0002,Europe,2027-M01,9090,0.88
FCT_000158,SKU_0007,North_America,2026-M06,13679,0.89
FCT_000159,SKU_0021,Latin_America,2027-M02,10712,0.9
FCT_000160,SKU_0005,North_America,2026-M11,8611,0.93
FCT_000161,SKU_0045,Latin_America,2027-M12,8953,0.92
FCT_000162,SKU_0015,Asia_Pacific,2026-M05,2927,0.91
FCT_000163,SKU_0049,Europe,2027-M05,8610,0.81
FCT_000164,SKU_0034,Europe,2026-M08,14784,0.9
FCT_000165,SKU_0027,Asia_Pacific,2027-M09,9231,0.88
FCT_000166,SKU_0008,North_America,2027-M02,9970,0.82
FCT_000167,SKU_0046,Europe,2027-M11,1772,0.82
FCT_000168,SKU_0006,North_America,2026-M08,6377,0.84
FCT_000169,SKU_0025,Europe,2026-M03,4828,0.87
FCT_000170,SKU_0009,Europe,2027-M10,4716,0.93
FCT_000171,SKU_0021,Asia_Pacific,2026-M01,13807,0.94
FCT_000172,SKU_0026,Europe,2027-M05,5571,0.9
FCT_000173,SKU_0019,Asia_Pacific,2026-M11,6238,0.87
FCT_000174,SKU_0040,North_America,2027-M10,3680,0.93
FCT_000175,SKU_0033,Asia_Pacific,2026-M03,16267,0.82
FCT_000176,SKU_0001,North_America,2026-M06,2041,0.9
FCT_000177,SKU_0020,Europe,2026-M10,4660,0.83
FCT_000178,SKU_0044,Asia_Pacific,2026-M09,4632,0.92
FCT_000179,SKU_0024,North_America,2027-M07,3896,0.85
FCT_000180,SKU_0032,Europe,2026-M09,8025,0.93
FCT_000181,SKU_0005,North_America,2026-M10,8895,0.86
FCT_000182,SKU_0030,Latin_America,2027-M07,8942,0.91
FCT_000183,SKU_0011,Asia_Pacific,2027-M11,7273,0.94
FCT_000184,SKU_0016,Latin_America,2026-M04,7026,0.88
FCT_000185,SKU_0031,North_America,2026-M04,10101,0.82
FCT_000186,SKU_0049,North_America,2026-M06,7737,0.88
FCT_000187,SKU_0047,North_America,2027-M10,4562,0.89
FCT_000188,SKU_0013,Asia_Pacific,2027-M08,9596,0.89
FCT_000189,SKU_0037,North_America,2027-M01,4192,0.91
FCT_000190,SKU_0006,North_America,2026-M07,5322,0.83
FCT_000191,SKU_0016,Asia_Pacific,2026-M04,12405,0.95
FCT_000192,SKU_0023,Europe,2026-M06,15486,0.84
FCT_000193,SKU_0006,North_America,2026-M05,1971,0.81
FCT_000194,SKU_0003,Asia_Pacific,2026-M01,2557,0.93
FCT_000195,SKU_0019,Asia_Pacific,2026-M10,7464,0.88
FCT_000196,SKU_0012,Europe,2026-M12,9109,0.91
FCT_000197,SKU_0030,Latin_America,2026-M05,6141,0.82
FCT_000198,SKU_0026,North_America,2026-M06,4404,0.86
FCT_000199,SKU_0037,Latin_America,2026-M06,9565,0.95
FCT_000200,SKU_0038,North_America,2027-M08,6839,0.94
FCT_000201,SKU_0012,Asia_Pacific,2027-M02,14070,0.86
FCT_000202,SKU_0026,North_America,2027-M01,5093,0.91
FCT_000203,SKU_0042,Europe,2027-M01,13765,0.87
FCT_000204,SKU_0009,Latin_America,2026-M09,4685,0.86
FCT_000205,SKU_0007,Europe,2026-M11,2320,0.82
FCT_000206,SKU_0045,Latin_America,2026-M02,12835,0.87
FCT_000207,SKU_0041,North_America,2026-M06,10735,0.84
FCT_000208,SKU_0006,Asia_Pacific,2026-M07,2876,0.8
FCT_000209,SKU_0010,Asia_Pacific,2027-M02,7331,0.83
FCT_000210,SKU_0007,Latin_America,2027-M07,6902,0.89
FCT_000211,SKU_0023,Latin_America,2027-M11,7353,0.91
FCT_000212,SKU_0026,Asia_Pacific,2026-M06,13572,0.87
FCT_000213,SKU_0048,Europe,2026-M09,10126,0.83
FCT_000214,SKU_0023,Asia_Pacific,2027-M11,4485,0.92
FCT_000215,SKU_0003,North_America,2027-M06,15072,0.9
FCT_000216,SKU_0034,Asia_Pacific,2026-M09,4743,0.84
FCT_000217,SKU_0026,Latin_America,2026-M04,6972,0.85
FCT_000218,SKU_0003,Latin_America,2027-M11,4989,0.81
FCT_000219,SKU_0036,Asia_Pacific,2027-M11,6802,0.83
FCT_000220,SKU_0017,North_America,2027-M10,13420,0.82
FCT_000221,SKU_0046,Europe,2027-M04,11057,0.94
FCT_000222,SKU_0028,North_America,2027-M10,5182,0.8
FCT_000223,SKU_0046,Europe,2026-M07,12170,0.84
FCT_000224,SKU_0028,Europe,2027-M04,15389,0.82
FCT_000225,SKU_0046,Europe,2026-M05,8523,0.94
FCT_000226,SKU_0007,Europe,2026-M10,4950,0.92
FCT_000227,SKU_0002,Latin_America,2027-M04,4876,0.89
FCT_000228,SKU_0029,Latin_America,2027-M07,11673,0.95
FCT_000229,SKU_0048,Latin_America,2027-M01,10974,0.82
FCT_000230,SKU_0035,Latin_America,2027-M10,4117,0.88
FCT_000231,SKU_0002,Latin_America,2026-M05,7858,0.85
FCT_000232,SKU_0003,North_America,2027-M09,4874,0.92
FCT_000233,SKU_0010,North_America,2026-M04,3309,0.9
FCT_000234,SKU_0043,North_America,2027-M10,7673,0.93
FCT_000235,SKU_0040,Europe,2027-M02,3568,0.8
FCT_000236,SKU_0044,Latin_America,2027-M03,8224,0.94
FCT_000237,SKU_0021,Latin_America,2027-M01,8644,0.86
FCT_000238,SKU_0045,Latin_America,2026-M03,5179,0.83
FCT_000239,SKU_0026,Europe,2026-M11,3064,0.81
FCT_000240,SKU_0011,Asia_Pacific,2026-M05,4748,0.88
FCT_000241,SKU_0023,Latin_America,2026-M08,8421,0.87
FCT_000242,SKU_0015,Europe,2026-M04,5459,0.8
FCT_000243,SKU_0027,Asia_Pacific,2027-M07,6241,0.82
FCT_000244,SKU_0025,North_America,2026-M07,13742,0.94
FCT_000245,SKU_0031,Europe,2026-M03,13370,0.9
FCT_000246,SKU_0009,Europe,2027-M12,4162,0.86
FCT_000247,SKU_0050,North_America,2026-M04,5033,0.8
FCT_000248,SKU_0023,Asia_Pacific,2026-M08,12054,0.83
FCT_000249,SKU_0012,Latin_America,2027-M05,1991,0.91
FCT_000250,SKU_0016,Europe,2026-M06,8382,0.84
FCT_000251,SKU_0037,Asia_Pacific,2027-M05,9452,0.82
FCT_000252,SKU_0047,Europe,2027-M02,6981,0.87
FCT_000253,SKU_0049,Europe,2026-M10,5649,0.88
FCT_000254,SKU_0023,North_America,2026-M05,7432,0.88
FCT_000255,SKU_0003,Latin_America,2026-M08,5017,0.93
FCT_000256,SKU_0024,Europe,2027-M03,7474,0.81
FCT_000257,SKU_0013,North_America,2026-M01,4302,0.82
FCT_000258,SKU_0008,Latin_America,2026-M06,5489,0.87
FCT_000259,SKU_0035,North_America,2027-M03,16805,0.85
FCT_000260,SKU_0012,Europe,2026-M09,8853,0.9
FCT_000261,SKU_0036,Latin_America,2027-M01,10331,0.88
FCT_000262,SKU_0004,Latin_America,2027-M08,9046,0.85
FCT_000263,SKU_0026,Europe,2026-M10,3731,0.86
FCT_000264,SKU_0023,Latin_America,2026-M07,12001,0.9
FCT_000265,SKU_0047,North_America,2027-M12,5436,0.84
FCT_000266,SKU_0004,Asia_Pacific,2027-M08,10368,0.85
FCT_000267,SKU_0016,Latin_America,2027-M11,4687,0.86
FCT_000268,SKU_0031,North_America,2027-M11,3467,0.9
FCT_000269,SKU_0013,Latin_America,2027-M12,5949,0.82
FCT_000270,SKU_0038,North_America,2026-M12,6078,0.87
FCT_000271,SKU_0017,Asia_Pacific,2027-M08,3571,0.93
FCT_000272,SKU_0043,Europe,2027-M03,5787,0.81
FCT_000273,SKU_0028,Asia_Pacific,2027-M08,7797,0.94
FCT_000274,SKU_0003,Latin_America,2026-M07,12597,0.91
FCT_000275,SKU_0035,Asia_Pacific,2027-M03,14737,0.82
FCT_000276,SKU_0027,Latin_America,2027-M10,6208,0.93
FCT_000277,SKU_0045,North_America,2027-M07,6151,0.95
FCT_000278,SKU_0050,Europe,2026-M09,3181,0.81
FCT_000279,SKU_0033,Europe,2027-M03,12126,0.93
FCT_000280,SKU_0043,Asia_Pacific,2027-M08,5509,0.83
FCT_000281,SKU_0037,North_America,2027-M10,4087,0.86
FCT_000282,SKU_0037,Europe,2027-M04,8969,0.85
FCT_000283,SKU_0032,North_America,2027-M04,2587,0.81
FCT_000284,SKU_0010,Asia_Pacific,2027-M01,15685,0.87
FCT_000285,SKU_0037,Europe,2026-M05,10362,0.93
FCT_000286,SKU_0032,North_America,2026-M05,3809,0.88
FCT_000287,SKU_0002,North_America,2027-M08,6205,0.85
FCT_000288,SKU_0034,Latin_America,2027-M07,4829,0.91
FCT_000289,SKU_0024,Europe,2027-M12,14863,0.83
FCT_000290,SKU_0009,Europe,2026-M02,2758,0.91
FCT_000291,SKU_0035,North_America,2026-M01,4069,0.84
FCT_000292,SKU_0013,North_America,2027-M06,14917,0.89
FCT_000293,SKU_0040,North_America,2026-M02,5887,0.84
FCT_000294,SKU_0042,Europe,2027-M10,16706,0.8
FCT_000295,SKU_0032,Asia_Pacific,2027-M10,6795,0.92
FCT_000296,SKU_0044,North_America,2027-M06,6374,0.94
FCT_000297,SKU_0032,Latin_America,2026-M07,4266,0.9
FCT_000298,SKU_0040,Latin_America,2026-M01,3793,0.85
FCT_000299,SKU_0031,North_America,2026-M08,10184,0.8
FCT_000300,SKU_0016,Latin_America,2026-M08,14922,0.94
FCT_000301,SKU_0027,North_America,2027-M03,2014,0.94
FCT_000302,SKU_0021,Asia_Pacific,2027-M07,3808,0.85
FCT_000303,SKU_0022,North_America,2026-M06,8256,0.88
FCT_000304,SKU_0014,Latin_America,2027-M03,4139,0.94
FCT_000305,SKU_0035,Latin_America,2027-M12,2206,0.85
FCT_000306,SKU_0041,Europe,2026-M07,16060,0.84
FCT_000307,SKU_0022,Europe,2027-M01,5073,0.87
FCT_000308,SKU_0043,Europe,2027-M12,6550,0.92
FCT_000309,SKU_0039,Latin_America,2026-M04,5104,0.83
FCT_000310,SKU_0013,North_America,2027-M09,4260,0.86
FCT_000311,SKU_0035,Asia_Pacific,2027-M12,2929,0.84
FCT_000312,SKU_0018,Europe,2027-M06,5502,0.82
FCT_000313,SKU_0018,Asia_Pacific,2026-M04,5417,0.89
FCT_000314,SKU_0044,North_America,2027-M09,6197,0.88
FCT_000315,SKU_0013,Latin_America,2026-M02,2473,0.84
FCT_000316,SKU_0047,Latin_America,2026-M01,3675,0.82
FCT_000317,SKU_0010,North_America,2027-M11,12971,0.81
FCT_000318,SKU_0019,Europe,2026-M04,5175,0.91
FCT_000319,SKU_0033,Europe,2027-M12,4750,0.86
FCT_000320,SKU_0006,Latin_America,2027-M08,5856,0.83
FCT_000321,SKU_0040,Europe,2027-M01,6551,0.9
FCT_000322,SKU_0004,North_America,2027-M05,10325,0.82
FCT_000323,SKU_0018,Latin_America,2027-M05,11963,0.85
FCT_000324,SKU_0044,Latin_America,2026-M02,5457,0.9
FCT_000325,SKU_0006,Asia_Pacific,2027-M08,2385,0.82
FCT_000326,SKU_0016,Latin_America,2027-M04,13985,0.93
FCT_000327,SKU_0008,Europe,2026-M08,4052,0.95
FCT_000328,SKU_0011,Europe,2026-M04,6744,0.95
FCT_000329,SKU_0016,Latin_America,2026-M05,9353,0.93
FCT_000330,SKU_0016,Asia_Pacific,2027-M04,7869,0.94
FCT_000331,SKU_0018,Europe,2027-M09,2574,0.93
FCT_000332,SKU_0048,Asia_Pacific,2027-M10,15967,0.84
FCT_000333,SKU_0016,Asia_Pacific,2026-M05,9607,0.8
FCT_000334,SKU_0020,Latin_America,2027-M02,3553,0.92
FCT_000335,SKU_0042,North_America,2027-M08,2323,0.95
FCT_000336,SKU_0047,Europe,2027-M01,4110,0.84
FCT_000337,SKU_0014,Asia_Pacific,2026-M12,9109,0.94
FCT_000338,SKU_0027,Europe,2026-M01,5179,0.88
FCT_000339,SKU_0004,Latin_America,2026-M12,5744,0.81
FCT_000340,SKU_0024,Europe,2026-M02,13716,0.85
FCT_000341,SKU_0038,North_America,2026-M09,4783,0.91
FCT_000342,SKU_0021,Latin_America,2027-M10,12770,0.83
FCT_000343,SKU_0030,Asia_Pacific,2027-M03,14532,0.91
FCT_000344,SKU_0027,North_America,2026-M01,5933,0.93
FCT_000345,SKU_0004,Asia_Pacific,2026-M12,5469,0.9
FCT_000346,SKU_0014,Latin_America,2026-M01,11997,0.9
FCT_000347,SKU_0031,Asia_Pacific,2026-M07,16334,0.95
FCT_000348,SKU_0040,Latin_America,2027-M06,5027,0.93
FCT_000349,SKU_0012,Latin_America,2026-M10,13958,0.93
FCT_000350,SKU_0046,North_America,2027-M08,5780,0.91
FCT_000351,SKU_0037,Asia_Pacific,2026-M10,5261,0.93
FCT_000352,SKU_0036,North_America,2027-M10,6232,0.86
FCT_000353,SKU_0008,North_America,2027-M10,8892,0.85
FCT_000354,SKU_0017,Asia_Pacific,2026-M12,11489,0.94
FCT_000355,SKU_0015,Asia_Pacific,2027-M05,7792,0.86
FCT_000356,SKU_0028,Asia_Pacific,2026-M12,4561,0.91
FCT_000357,SKU_0032,Europe,2027-M02,13203,0.9
FCT_000358,SKU_0008,Europe,2026-M05,1773,0.82
FCT_000359,SKU_0020,Europe,2026-M06,12519,0.92
FCT_000360,SKU_0010,North_America,2026-M08,4774,0.87
FCT_000361,SKU_0017,Latin_America,2026-M01,5084,0.81
FCT_000362,SKU_0004,Europe,2026-M08,9019,0.83
FCT_000363,SKU_0030,North_America,2026-M01,3073,0.8
FCT_000364,SKU_0048,North_America,2027-M03,5699,0.93
FCT_000365,SKU_0043,Europe,2026-M02,14488,0.84
FCT_000366,SKU_0027,Latin_America,2027-M12,13666,0.88
FCT_000367,SKU_0044,Latin_America,2026-M03,7377,0.9
FCT_000368,SKU_0040,Latin_America,2027-M09,3197,0.89
FCT_000369,SKU_0005,North_America,2026-M06,2288,0.87
FCT_000370,SKU_0043,Asia_Pacific,2026-M12,6505,0.93
FCT_000371,SKU_0035,Asia_Pacific,2026-M02,5589,0.82
FCT_000372,SKU_0041,Latin_America,2027-M10,4031,0.85
FCT_000373,SKU_0025,North_America,2027-M08,7755,0.95
FCT_000374,SKU_0043,Latin_America,2026-M01,5513,0.92
FCT_000375,SKU_0036,Europe,2026-M04,6070,0.92
FCT_000376,SKU_0020,North_America,2027-M06,8374,0.88
FCT_000377,SKU_0040,Asia_Pacific,2026-M09,3192,0.84
FCT_000378,SKU_0021,North_America,2027-M03,4679,0.94
FCT_000379,SKU_0050,North_America,2026-M08,12392,0.83
FCT_000380,SKU_0014,North_America,2027-M06,5723,0.83
FCT_000381,SKU_0019,Asia_Pacific,2026-M06,3278,0.8
FCT_000382,SKU_0014,Europe,2026-M07,4959,0.84
FCT_000383,SKU_0010,North_America,2026-M07,3922,0.86
FCT_000384,SKU_0024,Europe,2026-M03,5558,0.86
FCT_000385,SKU_0033,Latin_America,2026-M01,5425,0.84
FCT_000386,SKU_0004,Europe,2026-M07,8801,0.92
FCT_000387,SKU_0010,North_America,2026-M05,2080,0.83
FCT_000388,SKU_0023,Europe,2027-M03,9892,0.93
FCT_000389,SKU_0035,North_America,2026-M03,11729,0.86
FCT_000390,SKU_0012,Asia_Pacific,2027-M10,5717,0.88
FCT_000391,SKU_0047,Asia_Pacific,2026-M09,1987,0.82
FCT_000392,SKU_0007,North_America,2026-M01,5435,0.92
FCT_000393,SKU_0017,North_America,2027-M06,3809,0.88
FCT_000394,SKU_0030,Europe,2026-M06,12795,0.83
FCT_000395,SKU_0048,Europe,2027-M02,10659,0.81
FCT_000396,SKU_0025,Asia_Pacific,2027-M08,11052,0.82
FCT_000397,SKU_0020,North_America,2027-M09,4780,0.93
FCT_000398,SKU_0017,Europe,2026-M07,3174,0.88
FCT_000399,SKU_0023,Latin_America,2027-M08,6543,0.91
FCT_000400,SKU_0015,Europe,2027-M04,5645,0.85
FCT_000401,SKU_0014,North_America,2027-M09,11715,0.95
FCT_000402,SKU_0033,North_America,2027-M02,2826,0.86
FCT_000403,SKU_0050,North_America,2027-M04,7480,0.91
FCT_000404,SKU_0015,Europe,2026-M05,7795,0.95
FCT_000405,SKU_0049,Asia_Pacific,2027-M03,7588,0.81
FCT_000406,SKU_0050,North_America,2026-M05,8834,0.83
FCT_000407,SKU_0043,Europe,2026-M03,6711,0.89
FCT_000408,SKU_0013,North_America,2027-M07,8034,0.85
FCT_000409,SKU_0027,Europe,2027-M09,11286,0.86
FCT_000410,SKU_0048,North_America,2027-M12,8507,0.83
FCT_000411,SKU_0018,Latin_America,2026-M11,2308,0.81
FCT_000412,SKU_0001,North_America,2026-M01,10359,0.82
FCT_000413,SKU_0006,Latin_America,2026-M12,11927,0.94
FCT_000414,SKU_0035,Asia_Pacific,2026-M03,10835,0.89
FCT_000415,SKU_0030,North_America,2027-M06,8524,0.9
FCT_000416,SKU_0038,Latin_America,2026-M11,6313,0.94
FCT_000417,SKU_0017,North_America,2027-M09,11109,0.92
FCT_000418,SKU_0044,North_America,2027-M07,10531,0.83
FCT_000419,SKU_0024,North_America,2027-M11,9792,0.93
FCT_000420,SKU_0026,Asia_Pacific,2027-M03,11345,0.9
FCT_000421,SKU_0006,Asia_Pacific,2026-M12,8774,0.92
FCT_000422,SKU_0050,Asia_Pacific,2027-M10,2648,0.92
FCT_000423,SKU_0030,Latin_America,2027-M11,5344,0.86
FCT_000424,SKU_0050,Latin_America,2026-M07,7838,0.82
FCT_000425,SKU_0027,Latin_America,2026-M02,6848,0.9
FCT_000426,SKU_0033,Europe,2026-M03,8858,0.91
FCT_000427,SKU_0019,Europe,2027-M11,4483,0.92
