po_id,supplier_id,fabric_id,order_quantity_meters,unit_price,total_po_value,order_date,promised_delivery_date,actual_delivery_date,contracted_lead_time_days,actual_lead_time_days,delayed_days,is_on_time,quality_pass_rate_pct,risk_category
PO_000021,SUP_001,FAB_004,6120,7.06,43207.2,2024-07-20,2024-08-12,2024-08-15,23,26,3,0,97.5,Medium
PO_000022,SUP_013,FAB_024,7927,5.18,41061.86,2025-03-14,2025-04-12,2025-04-18,29,35,6,0,91.91,Medium
PO_000023,SUP_016,FAB_022,11184,5.51,61623.84,2024-11-22,2024-12-29,2025-01-03,37,42,5,0,98.63,Medium
PO_000024,SUP_025,FAB_002,1652,14.8,24449.6,2025-06-07,2025-06-27,2025-06-28,20,21,1,0,94.59,Medium
PO_000025,SUP_001,FAB_018,4110,11.04,45374.4,2025-01-14,2025-02-01,2025-02-01,18,18,0,1,100.0,Low
PO_000026,SUP_022,FAB_020,8676,10.02,86933.52,2024-09-14,2024-10-12,2024-10-12,28,28,0,1,96.38,Low
PO_000027,SUP_013,FAB_021,4355,12.18,53043.9,2024-08-02,2024-09-03,2024-09-16,32,45,13,0,93.46,High
PO_000028,SUP_014,FAB_001,1524,11.57,17632.68,2024-04-16,2024-05-14,2024-05-21,28,35,7,0,89.88,Medium
PO_000029,SUP_023,FAB_020,13410,8.76,117471.6,2025-03-29,2025-05-02,2025-05-09,34,41,7,0,94.69,Medium
PO_000030,SUP_019,FAB_012,6091,12.38,75406.58,2024-12-04,2025-01-13,2025-01-15,40,42,2,0,93.92,Medium
PO_000031,SUP_001,FAB_007,1994,8.25,16450.5,2025-04-23,2025-05-28,2025-05-28,35,35,0,1,98.3,Low
PO_000032,SUP_010,FAB_025,7882,19.23,151570.86,2025-10-10,2025-11-11,2025-11-12,32,33,1,0,95.25,Medium
PO_000033,SUP_009,FAB_005,19232,7.36,141547.52,2024-07-20,2024-08-15,2024-08-16,26,27,1,0,96.92,Medium
PO_000034,SUP_009,FAB_010,2889,5.01,14473.89,2025-06-19,2025-07-13,2025-07-15,24,26,2,0,94.85,Medium
PO_000035,SUP_018,FAB_012,6663,13.73,91482.99,2025-03-21,2025-04-23,2025-04-27,33,37,4,0,100.0,Medium
PO_000036,SUP_010,FAB_016,11068,4.77,52794.36,2024-04-07,2024-04-27,2024-04-28,20,21,1,0,91.31,Medium
PO_000037,SUP_003,FAB_006,11773,16.44,193548.12,2025-03-08,2025-04-04,2025-04-10,27,33,6,0,96.82,Medium
PO_000038,SUP_012,FAB_005,5288,7.19,38020.72,2024-07-31,2024-08-17,2024-08-18,17,18,1,0,93.92,Medium
PO_000039,SUP_001,FAB_004,17812,7.06,125752.72,2025-05-26,2025-06-18,2025-06-23,23,28,5,0,97.76,Medium
PO_000040,SUP_016,FAB_009,2131,8.41,17921.71,2025-05-07,2025-06-14,2025-06-16,38,40,2,0,90.56,Medium
PO_000041,SUP_024,FAB_026,717,14.09,10102.53,2024-08-07,2024-09-15,2024-09-20,39,44,5,0,86.66,Medium
PO_000042,SUP_002,FAB_013,7184,13.79,99067.36,2025-03-20,2025-04-06,2025-04-08,17,19,2,0,94.6,Medium
PO_000043,SUP_024,FAB_026,19121,14.09,269414.89,2024-06-09,2024-07-18,2024-07-26,39,47,8,0,89.82,High
PO_000044,SUP_013,FAB_015,5830,13.25,77247.5,2025-11-22,2025-12-28,2026-01-14,36,53,17,0,91.01,High
PO_000045,SUP_015,FAB_010,9208,5.34,49170.72,2025-08-10,2025-08-25,2025-08-27,15,17,2,0,88.89,Medium
PO_000046,SUP_002,FAB_028,10678,16.61,177361.58,2025-04-04,2025-05-02,2025-05-06,28,32,4,0,100.0,Medium
PO_000047,SUP_021,FAB_014,5446,20.05,109192.3,2025-07-07,2025-07-30,2025-08-05,23,29,6,0,94.98,Medium
PO_000048,SUP_016,FAB_014,13029,20.14,262404.06,2025-01-09,2025-02-05,2025-02-15,27,37,10,0,96.26,High
PO_000049,SUP_019,FAB_028,589,16.65,9806.85,2024-04-25,2024-05-30,2024-05-30,35,35,0,1,96.93,Low
PO_000050,SUP_005,FAB_012,17464,13.26,231572.64,2025-07-10,2025-08-06,2025-08-07,27,28,1,0,98.07,Medium
PO_000051,SUP_003,FAB_025,11725,18.52,217147.0,2024-02-13,2024-03-17,2024-04-01,33,48,15,0,92.86,High
PO_000052,SUP_015,FAB_007,12619,8.43,106378.17,2024-09-10,2024-10-18,2024-10-19,38,39,1,0,93.91,Medium
PO_000053,SUP_003,FAB_028,12646,18.9,239009.4,2024-10-02,2024-10-17,2024-10-22,15,20,5,0,89.01,Medium
PO_000054,SUP_023,FAB_019,12484,15.67,195624.28,2024-06-23,2024-07-09,2024-07-09,16,16,0,1,97.61,Low
PO_000055,SUP_018,FAB_024,12361,5.25,64895.25,2025-01-07,2025-01-23,2025-01-23,16,16,0,1,92.81,Low
PO_000056,SUP_010,FAB_015,7180,12.31,88385.8,2025-02-15,2025-03-22,2025-03-22,35,35,0,1,93.58,Low
PO_000057,SUP_025,FAB_014,6276,17.33,108763.08,2024-06-20,2024-07-04,2024-07-06,14,16,2,0,94.29,Medium
PO_000058,SUP_004,FAB_019,18903,15.3,289215.9,2024-01-30,2024-02-25,2024-03-03,26,33,7,0,91.49,Medium
PO_000059,SUP_019,FAB_024,19715,5.38,106066.7,2024-08-04,2024-08-18,2024-08-19,14,15,1,0,96.52,Medium
PO_000060,SUP_003,FAB_006,15383,16.44,252896.52,2025-01-08,2025-02-04,2025-02-12,27,35,8,0,93.03,High
PO_000061,SUP_009,FAB_019,3216,17.77,57148.32,2024-09-22,2024-10-14,2024-10-15,22,23,1,0,95.14,Medium
PO_000062,SUP_007,FAB_011,3668,5.74,21054.32,2024-01-11,2024-02-16,2024-02-18,36,38,2,0,91.8,Medium
PO_000063,SUP_024,FAB_021,10903,11.96,130399.88,2025-06-26,2025-07-13,2025-07-16,17,20,3,0,86.85,Medium
PO_000064,SUP_019,FAB_012,16590,12.38,205384.2,2024-06-15,2024-07-25,2024-07-26,40,41,1,0,96.68,Medium
PO_000065,SUP_007,FAB_026,12479,14.05,175329.95,2024-09-30,2024-10-16,2024-10-17,16,17,1,0,96.42,Medium
PO_000066,SUP_025,FAB_008,6171,13.68,84419.28,2025-08-19,2025-09-22,2025-09-22,34,34,0,1,99.15,Low
PO_000067,SUP_017,FAB_013,1874,11.71,21944.54,2025-04-23,2025-05-30,2025-06-01,37,39,2,0,90.26,Medium
PO_000068,SUP_013,FAB_023,9261,6.49,60103.89,2024-08-31,2024-09-20,2024-09-21,20,21,1,0,86.59,Medium
PO_000069,SUP_018,FAB_019,7805,15.93,124333.65,2025-06-13,2025-07-13,2025-07-13,30,30,0,1,96.52,Low
PO_000070,SUP_008,FAB_015,4607,13.41,61779.87,2025-02-07,2025-03-07,2025-03-09,28,30,2,0,93.58,Medium
PO_000071,SUP_006,FAB_015,10886,13.95,151859.7,2025-10-23,2025-11-09,2025-11-09,17,17,0,1,99.92,Low
PO_000072,SUP_002,FAB_030,13036,15.39,200624.04,2024-06-25,2024-08-01,2024-08-04,37,40,3,0,95.62,Medium
PO_000073,SUP_021,FAB_019,6837,17.9,122382.3,2024-05-02,2024-05-30,2024-06-01,28,30,2,0,97.41,Medium
PO_000074,SUP_007,FAB_026,19592,14.05,275267.6,2024-07-25,2024-08-10,2024-08-14,16,20,4,0,89.49,Medium
PO_000075,SUP_012,FAB_026,19598,11.82,231648.36,2025-09-23,2025-10-10,2025-10-11,17,18,1,0,99.03,Medium
PO_000076,SUP_008,FAB_011,5511,5.27,29042.97,2024-01-01,2024-01-22,2024-01-25,21,24,3,0,95.42,Medium
PO_000077,SUP_015,FAB_010,2677,5.34,14295.18,2024-12-04,2024-12-19,2024-12-23,15,19,4,0,93.42,Medium
PO_000078,SUP_013,FAB_021,2259,12.18,27514.62,2025-10-13,2025-11-14,2025-11-14,32,32,0,1,93.32,Low
PO_000079,SUP_019,FAB_028,9148,16.65,152314.2,2024-03-25,2024-04-29,2024-04-30,35,36,1,0,96.01,Medium
PO_000080,SUP_002,FAB_028,4956,16.61,82319.16,2024-04-03,2024-05-01,2024-05-01,28,28,0,1,99.89,Low
PO_000081,SUP_011,FAB_001,11623,9.83,114254.09,2024-01-23,2024-03-01,2024-03-03,38,40,2,0,96.83,Medium
PO_000082,SUP_023,FAB_028,13818,15.73,217357.14,2025-07-11,2025-08-04,2025-08-10,24,30,6,0,95.02,Medium
PO_000083,SUP_011,FAB_027,9798,11.21,109835.58,2025-08-12,2025-09-08,2025-09-10,27,29,2,0,87.79,Medium
PO_000084,SUP_012,FAB_016,18882,5.69,107438.58,2024-06-10,2024-06-26,2024-06-27,16,17,1,0,97.24,Medium
PO_000085,SUP_025,FAB_005,3769,6.69,25214.61,2024-11-12,2024-12-03,2024-12-03,21,21,0,1,98.66,Low
PO_000086,SUP_010,FAB_006,19560,16.62,325087.2,2025-01-16,2025-02-21,2025-02-22,36,37,1,0,96.09,Medium
PO_000087,SUP_003,FAB_010,4384,4.41,19333.44,2024-07-10,2024-07-25,2024-07-30,15,20,5,0,94.15,Medium
PO_000088,SUP_005,FAB_026,19933,13.45,268098.85,2024-09-28,2024-11-05,2024-11-11,38,44,6,0,94.27,Medium
PO_000089,SUP_012,FAB_016,6310,5.69,35903.9,2024-06-08,2024-06-24,2024-06-24,16,16,0,1,95.99,Low
PO_000090,SUP_017,FAB_021,13833,13.27,183563.91,2025-03-02,2025-03-30,2025-03-31,28,29,1,0,95.18,Medium
PO_000091,SUP_019,FAB_024,19320,5.38,103941.6,2025-10-26,2025-11-09,2025-11-11,14,16,2,0,92.5,Medium
PO_000092,SUP_017,FAB_017,4140,11.31,46823.4,2025-08-16,2025-09-11,2025-09-14,26,29,3,0,91.06,Medium
PO_000093,SUP_015,FAB_018,16955,12.21,207020.55,2025-02-16,2025-03-18,2025-03-24,30,36,6,0,95.92,Medium
PO_000094,SUP_010,FAB_024,6010,4.93,29629.3,2025-02-27,2025-03-28,2025-04-01,29,33,4,0,90.56,Medium
PO_000095,SUP_025,FAB_015,8919,13.15,117284.85,2024-01-11,2024-02-12,2024-02-12,32,32,0,1,92.55,Low
PO_000096,SUP_009,FAB_001,11351,10.99,124747.49,2025-10-31,2025-12-03,2025-12-04,33,34,1,0,94.29,Medium
PO_000097,SUP_022,FAB_007,4968,8.25,40986.0,2025-06-10,2025-07-09,2025-07-11,29,31,2,0,96.1,Medium
PO_000098,SUP_021,FAB_021,6045,13.21,79854.45,2025-02-23,2025-03-11,2025-03-14,16,19,3,0,94.17,Medium
PO_000099,SUP_008,FAB_002,11315,12.75,144266.25,2024-11-16,2024-12-05,2024-12-08,19,22,3,0,92.74,Medium
PO_000100,SUP_018,FAB_012,1954,13.73,26828.42,2025-11-04,2025-12-07,2025-12-07,33,33,0,1,100.0,Low
PO_000101,SUP_008,FAB_011,19008,5.27,100172.16,2024-08-30,2024-09-20,2024-09-20,21,21,0,1,92.11,Low
PO_000102,SUP_002,FAB_019,9581,17.14,164218.34,2025-06-13,2025-07-03,2025-07-05,20,22,2,0,100.0,Medium
PO_000103,SUP_008,FAB_027,17689,12.68,224296.52,2024-05-27,2024-06-10,2024-06-18,14,22,8,0,93.43,High
PO_000104,SUP_002,FAB_025,16191,18.91,306171.81,2024-04-26,2024-05-22,2024-05-25,26,29,3,0,95.6,Medium
PO_000105,SUP_011,FAB_015,17101,13.68,233941.68,2024-11-15,2024-12-14,2024-12-15,29,30,1,0,100.0,Medium
PO_000106,SUP_023,FAB_019,13792,15.67,216120.64,2025-10-05,2025-10-21,2025-10-26,16,21,5,0,92.7,Medium
PO_000107,SUP_018,FAB_005,16707,7.22,120624.54,2024-02-26,2024-04-05,2024-04-06,39,40,1,0,94.8,Medium
PO_000108,SUP_018,FAB_011,16700,5.86,97862.0,2025-11-06,2025-12-04,2025-12-06,28,30,2,0,94.43,Medium
PO_000109,SUP_023,FAB_024,5251,4.32,22684.32,2025-04-01,2025-05-02,2025-05-05,31,34,3,0,96.05,Medium
PO_000110,SUP_023,FAB_023,5457,7.03,38362.71,2025-09-10,2025-10-12,2025-10-15,32,35,3,0,100.0,Medium
PO_000111,SUP_016,FAB_009,16420,8.41,138092.2,2024-11-12,2024-12-20,2024-12-21,38,39,1,0,96.98,Medium
PO_000112,SUP_013,FAB_026,10004,11.83,118347.32,2024-02-27,2024-03-30,2024-04-02,32,35,3,0,91.87,Medium
PO_000113,SUP_019,FAB_002,2958,15.11,44695.38,2024-06-28,2024-07-29,2024-07-30,31,32,1,0,91.38,Medium
PO_000114,SUP_006,FAB_015,2740,13.95,38223.0,2025-03-20,2025-04-06,2025-04-07,17,18,1,0,93.38,Medium
PO_000115,SUP_016,FAB_025,2566,19.48,49985.68,2024-01-10,2024-01-26,2024-02-06,16,27,11,0,94.01,High
PO_000116,SUP_008,FAB_021,13524,12.27,165939.48,2024-01-19,2024-02-06,2024-02-10,18,22,4,0,94.47,Medium
PO_000117,SUP_006,FAB_010,14696,5.13,75390.48,2024-12-16,2025-01-11,2025-01-11,26,26,0,1,97.41,Low
PO_000118,SUP_021,FAB_021,11751,13.21,155230.71,2025-07-02,2025-07-18,2025-07-19,16,17,1,0,96.98,Medium
PO_000119,SUP_023,FAB_019,19823,15.67,310626.41,2025-11-27,2025-12-13,2025-12-13,16,16,0,1,91.3,Low
PO_000120,SUP_025,FAB_009,17689,8.15,144165.35,2025-06-07,2025-07-04,2025-07-05,27,28,1,0,92.44,Medium
PO_000121,SUP_008,FAB_023,9637,6.73,64857.01,2024-01-05,2024-02-06,2024-02-12,32,38,6,0,92.66,Medium
PO_000122,SUP_025,FAB_020,13068,9.52,124407.36,2025-08-09,2025-09-14,2025-09-17,36,39,3,0,95.04,Medium
PO_000123,SUP_009,FAB_005,9473,7.36,69721.28,2024-06-08,2024-07-04,2024-07-06,26,28,2,0,100.0,Medium
PO_000124,SUP_022,FAB_021,6037,13.91,83974.67,2024-03-17,2024-04-08,2024-04-08,22,22,0,1,92.97,Low
PO_000125,SUP_006,FAB_018,17990,11.78,211922.2,2024-03-21,2024-04-27,2024-04-28,37,38,1,0,91.07,Medium
PO_000126,SUP_003,FAB_028,7871,18.9,148761.9,2024-09-17,2024-10-02,2024-10-12,15,25,10,0,96.46,High
PO_000127,SUP_017,FAB_017,2591,11.31,29304.21,2024-01-12,2024-02-07,2024-02-21,26,40,14,0,94.9,High
PO_000128,SUP_025,FAB_002,11117,14.8,164531.6,2025-09-04,2025-09-24,2025-09-25,20,21,1,0,98.54,Medium
PO_000129,SUP_011,FAB_001,16558,9.83,162765.14,2024-01-27,2024-03-05,2024-03-06,38,39,1,0,87.16,Medium
PO_000130,SUP_008,FAB_002,17889,12.75,228084.75,2025-06-24,2025-07-13,2025-07-13,19,19,0,1,88.83,Low
PO_000131,SUP_020,FAB_030,3050,15.13,46146.5,2024-06-24,2024-07-13,2024-07-15,19,21,2,0,87.67,Medium
PO_000132,SUP_021,FAB_019,7658,17.9,137078.2,2025-10-12,2025-11-09,2025-11-13,28,32,4,0,97.18,Medium
PO_000133,SUP_017,FAB_023,13958,7.59,105941.22,2024-07-08,2024-07-22,2024-07-27,14,19,5,0,88.99,Medium
PO_000134,SUP_006,FAB_018,10163,11.78,119720.14,2025-01-04,2025-02-10,2025-02-16,37,43,6,0,100.0,Medium
PO_000135,SUP_012,FAB_028,4748,16.72,79386.56,2025-04-05,2025-04-25,2025-04-26,20,21,1,0,100.0,Medium
PO_000136,SUP_020,FAB_009,14722,9.98,146925.56,2024-03-10,2024-03-27,2024-04-03,17,24,7,0,91.34,Medium
PO_000137,SUP_012,FAB_028,1064,16.72,17790.08,2025-02-08,2025-02-28,2025-03-01,20,21,1,0,95.84,Medium
PO_000138,SUP_018,FAB_004,11266,7.39,83255.74,2024-01-31,2024-03-01,2024-03-01,30,30,0,1,98.88,Low
PO_000139,SUP_004,FAB_018,17461,12.22,213373.42,2025-05-19,2025-06-02,2025-06-02,14,14,0,1,93.54,Low
PO_000140,SUP_002,FAB_005,4855,6.1,29615.5,2025-06-16,2025-07-15,2025-07-15,29,29,0,1,97.61,Low
PO_000141,SUP_003,FAB_014,2369,19.82,46953.58,2024-01-03,2024-01-26,2024-01-29,23,26,3,0,87.36,Medium
PO_000142,SUP_004,FAB_019,18899,15.3,289154.7,2025-06-20,2025-07-16,2025-07-26,26,36,10,0,90.99,High
PO_000143,SUP_018,FAB_017,7401,11.15,82521.15,2025-08-27,2025-09-26,2025-09-26,30,30,0,1,99.47,Low
PO_000144,SUP_006,FAB_018,6860,11.78,80810.8,2024-10-27,2024-12-03,2024-12-10,37,44,7,0,91.96,Medium
PO_000145,SUP_006,FAB_010,10129,5.13,51961.77,2025-05-04,2025-05-30,2025-06-09,26,36,10,0,95.66,High
PO_000146,SUP_019,FAB_012,6611,12.38,81844.18,2025-09-06,2025-10-16,2025-10-23,40,47,7,0,92.66,Medium
PO_000147,SUP_004,FAB_018,19397,12.22,237031.34,2025-09-25,2025-10-09,2025-10-09,14,14,0,1,93.1,Low
PO_000148,SUP_008,FAB_023,5447,6.73,36658.31,2024-07-22,2024-08-23,2024-08-24,32,33,1,0,93.48,Medium
PO_000149,SUP_021,FAB_021,7074,13.21,93447.54,2024-12-05,2024-12-21,2024-12-21,16,16,0,1,96.1,Low
PO_000150,SUP_005,FAB_030,7023,15.73,110471.79,2025-01-29,2025-02-20,2025-02-20,22,22,0,1,93.09,Low
PO_000151,SUP_013,FAB_021,9097,12.18,110801.46,2024-08-29,2024-09-30,2024-10-03,32,35,3,0,95.38,Medium
PO_000152,SUP_013,FAB_026,17547,11.83,207581.01,2025-02-27,2025-03-31,2025-04-10,32,42,10,0,93.95,High
PO_000153,SUP_006,FAB_001,3357,9.25,31052.25,2024-02-09,2024-03-15,2024-03-15,35,35,0,1,88.99,Low
PO_000154,SUP_023,FAB_016,8430,5.8,48894.0,2024-06-15,2024-07-15,2024-07-18,30,33,3,0,94.34,Medium
PO_000155,SUP_007,FAB_026,6414,14.05,90116.7,2024-11-29,2024-12-15,2024-12-18,16,19,3,0,96.26,Medium
PO_000156,SUP_015,FAB_007,13925,8.43,117387.75,2024-10-29,2024-12-06,2024-12-07,38,39,1,0,95.42,Medium
PO_000157,SUP_003,FAB_028,17450,18.9,329805.0,2024-07-28,2024-08-12,2024-08-15,15,18,3,0,94.66,Medium
PO_000158,SUP_006,FAB_014,13592,16.46,223724.32,2025-06-27,2025-07-17,2025-07-20,20,23,3,0,90.0,Medium
PO_000159,SUP_004,FAB_022,9580,5.07,48570.6,2024-08-09,2024-08-29,2024-09-02,20,24,4,0,89.84,Medium
PO_000160,SUP_003,FAB_010,16210,4.41,71486.1,2024-03-15,2024-03-30,2024-04-05,15,21,6,0,92.62,Medium
PO_000161,SUP_015,FAB_021,14542,13.5,196317.0,2024-10-22,2024-11-15,2024-11-21,24,30,6,0,95.54,Medium
PO_000162,SUP_007,FAB_019,1711,16.0,27376.0,2025-02-05,2025-03-17,2025-03-17,40,40,0,1,95.16,Low
PO_000163,SUP_021,FAB_015,2922,15.16,44297.52,2024-05-09,2024-05-31,2024-06-01,22,23,1,0,91.03,Medium
PO_000164,SUP_025,FAB_016,19344,5.26,101749.44,2024-09-16,2024-10-01,2024-10-01,15,15,0,1,98.76,Low
PO_000165,SUP_019,FAB_016,11952,5.34,63823.68,2024-04-27,2024-05-20,2024-05-26,23,29,6,0,85.55,Medium
PO_000166,SUP_020,FAB_027,507,10.12,5130.84,2024-12-27,2025-01-17,2025-01-19,21,23,2,0,86.67,Medium
PO_000167,SUP_022,FAB_001,11607,9.5,110266.5,2024-04-11,2024-05-01,2024-05-05,20,24,4,0,98.12,Medium
PO_000168,SUP_007,FAB_026,15813,14.05,222172.65,2025-05-09,2025-05-25,2025-05-27,16,18,2,0,90.31,Medium
PO_000169,SUP_020,FAB_005,11294,6.02,67989.88,2025-05-17,2025-06-17,2025-06-17,31,31,0,1,85.64,Low
PO_000170,SUP_015,FAB_024,11416,5.13,58564.08,2024-05-25,2024-06-12,2024-06-12,18,18,0,1,96.83,Low
PO_000171,SUP_014,FAB_011,12030,6.09,73262.7,2024-04-23,2024-05-16,2024-05-25,23,32,9,0,91.39,High
PO_000172,SUP_024,FAB_028,11317,18.15,205403.55,2025-03-21,2025-04-05,2025-04-17,15,27,12,0,94.03,High
PO_000173,SUP_012,FAB_030,12690,15.33,194537.7,2025-10-05,2025-11-01,2025-11-01,27,27,0,1,97.46,Low
PO_000174,SUP_004,FAB_018,14470,12.22,176823.4,2024-03-07,2024-03-21,2024-03-22,14,15,1,0,92.74,Medium
PO_000175,SUP_002,FAB_013,17698,13.79,244055.42,2024-06-03,2024-06-20,2024-06-22,17,19,2,0,91.93,Medium
PO_000176,SUP_016,FAB_029,5583,9.89,55215.87,2024-06-20,2024-07-08,2024-07-09,18,19,1,0,95.5,Medium
PO_000177,SUP_011,FAB_019,18215,15.83,288343.45,2024-04-13,2024-04-29,2024-05-02,16,19,3,0,88.89,Medium
PO_000178,SUP_022,FAB_025,764,18.59,14202.76,2025-05-11,2025-05-31,2025-06-01,20,21,1,0,90.46,Medium
PO_000179,SUP_012,FAB_016,7697,5.69,43795.93,2024-07-14,2024-07-30,2024-08-02,16,19,3,0,99.43,Medium
PO_000180,SUP_008,FAB_002,14531,12.75,185270.25,2025-05-24,2025-06-12,2025-06-14,19,21,2,0,97.08,Medium
PO_000181,SUP_021,FAB_003,6657,17.73,118028.61,2024-08-21,2024-09-10,2024-09-14,20,24,4,0,91.95,Medium
PO_000182,SUP_021,FAB_003,6690,17.73,118613.7,2025-09-05,2025-09-25,2025-09-26,20,21,1,0,92.92,Medium
PO_000183,SUP_021,FAB_019,2992,17.9,53556.8,2024-05-19,2024-06-16,2024-06-17,28,29,1,0,88.98,Medium
PO_000184,SUP_012,FAB_023,6294,7.53,47393.82,2024-06-25,2024-07-20,2024-07-20,25,25,0,1,99.59,Low
PO_000185,SUP_010,FAB_011,10411,6.57,68400.27,2025-01-26,2025-02-10,2025-02-11,15,16,1,0,92.29,Medium
PO_000186,SUP_009,FAB_008,5638,14.7,82878.6,2025-05-01,2025-05-24,2025-05-27,23,26,3,0,97.17,Medium
PO_000187,SUP_008,FAB_011,4388,5.27,23124.76,2025-07-11,2025-08-01,2025-08-02,21,22,1,0,94.35,Medium
PO_000188,SUP_021,FAB_017,4370,10.83,47327.1,2024-04-16,2024-05-23,2024-05-29,37,43,6,0,97.97,Medium
PO_000189,SUP_002,FAB_004,517,7.87,4068.79,2024-02-28,2024-03-28,2024-03-30,29,31,2,0,88.37,Medium
PO_000190,SUP_014,FAB_001,15942,11.57,184448.94,2024-04-10,2024-05-08,2024-05-11,28,31,3,0,91.01,Medium
PO_000191,SUP_018,FAB_017,16721,11.15,186439.15,2025-08-25,2025-09-24,2025-09-27,30,33,3,0,92.58,Medium
PO_000192,SUP_003,FAB_018,3409,10.14,34567.26,2025-04-15,2025-05-11,2025-05-17,26,32,6,0,97.4,Medium
PO_000193,SUP_017,FAB_029,1284,9.81,12596.04,2025-05-08,2025-06-11,2025-06-15,34,38,4,0,99.53,Medium
PO_000194,SUP_012,FAB_026,12671,11.82,149771.22,2025-10-16,2025-11-02,2025-11-03,17,18,1,0,96.33,Medium
PO_000195,SUP_014,FAB_014,8024,17.09,137130.16,2025-03-15,2025-04-13,2025-04-16,29,32,3,0,88.25,Medium
PO_000196,SUP_007,FAB_026,18861,14.05,264997.05,2025-03-29,2025-04-14,2025-04-19,16,21,5,0,94.97,Medium
PO_000197,SUP_009,FAB_008,1208,14.7,17757.6,2024-05-15,2024-06-07,2024-06-08,23,24,1,0,100.0,Medium
PO_000198,SUP_007,FAB_016,17727,4.91,87039.57,2025-06-28,2025-07-24,2025-07-30,26,32,6,0,90.24,Medium
PO_000199,SUP_022,FAB_005,19729,7.26,143232.54,2025-05-12,2025-06-04,2025-06-08,23,27,4,0,100.0,Medium
PO_000200,SUP_025,FAB_012,15704,13.62,213888.48,2025-05-10,2025-05-28,2025-05-28,18,18,0,1,95.43,Low
PO_000201,SUP_009,FAB_025,16299,19.05,310495.95,2025-10-15,2025-11-02,2025-11-06,18,22,4,0,99.07,Medium
PO_000202,SUP_024,FAB_021,13710,11.96,163971.6,2025-04-26,2025-05-13,2025-05-13,17,17,0,1,87.15,Low
PO_000203,SUP_017,FAB_005,12388,6.39,79159.32,2024-02-20,2024-03-21,2024-03-25,30,34,4,0,89.65,Medium
PO_000204,SUP_003,FAB_025,11377,18.52,210702.04,2025-03-13,2025-04-15,2025-04-15,33,33,0,1,94.72,Low
PO_000205,SUP_018,FAB_011,16719,5.86,97973.34,2024-11-25,2024-12-23,2024-12-24,28,29,1,0,83.14,High
PO_000206,SUP_023,FAB_016,8130,5.8,47154.0,2025-10-15,2025-11-14,2025-11-17,30,33,3,0,93.16,Medium
PO_000207,SUP_002,FAB_027,12641,11.4,144107.4,2024-05-13,2024-06-13,2024-06-24,31,42,11,0,99.51,High
